,dir,accuracies,packsRaw
41,datascikrid-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
42,lucasguarisco-exploring-survival-on-the-titanic,0.762,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['apply', 'as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'return', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
43,ljfernando-titanicsurvival,0.798,"{'package:base': ['as.character', 'attach', 'c', 'data.frame', 'factor', 'ifelse', 'is.na', 'length', 'levels', 'library', 'log', 'mean', 'nrow', 'paste', 'print', 'rep', 'sample', 'set.seed', 'sqrt', 'strsplit', 'substr', 'table', 'trimws', 'which'], 'package:graphics': ['barplot', 'par', 'plot'], 'package:grDevices': ['dev.off'], 'package:randomForest': ['randomForest'], 'package:stats': ['cor', 'density', 'glm', 'predict', 'var'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
44,delasupreme-titanic-data-analysis-rf-prediction-0-81818,0.783,"{'c(""package:plyr"", ""package:dplyr"")': ['desc', 'mutate'], 'package:base': ['apply', 'as.integer', 'as.numeric', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'list', 'mean', 'paste0', 'print', 'rep', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'suppressMessages', 'table', 'tapply'], 'package:corrplot': ['corrplot'], 'package:dplyr': ['bind_rows', 'dense_rank'], 'package:ggplot2': ['aes', 'coord_flip', 'element_blank', 'facet_grid', 'facet_wrap', 'geom_bar', 'geom_density', 'geom_histogram', 'geom_jitter', 'geom_text', 'geom_vline', 'ggplot', 'ggtitle', 'labs', 'scale_fill_discrete', 'scale_x_continuous', 'theme', 'xlab', 'ylab'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'mosaicplot', 'plot'], 'package:grDevices': ['hcl'], 'package:plyr': ['revalue'], 'package:randomForest': ['importance', 'randomForest', 'varImpPlot'], 'package:scales': ['dollar_format'], 'package:stats': ['aggregate', 'cor', 'median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
45,redroy44-tidy-titanic-script,0.79,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:mice"", ""package:tidyr"")': ['complete'], 'package:base': ['as.character', 'as.factor', 'attr', 'c', 'data.frame', 'expand.grid', 'ifelse', 'is.na', 'levels', 'library', 'print', 'round', 'set.seed', 'sum', 'unique'], 'package:caret': ['confusionMatrix', 'createDataPartition', 'train', 'trainControl'], 'package:dplyr': ['bind_rows', 'funs', 'group_by', 'mutate', 'n', 'select', 'slice', 'summarise_each', 'summarize'], 'package:forcats': ['fct_collapse', 'fct_recode'], 'package:ggplot2': ['ggplot'], 'package:mice': ['mice'], 'package:readr': ['read_csv'], 'package:stats': ['predict'], 'package:stringr': ['str_trim'], 'package:tidyr': ['separate'], 'package:utils': ['write.csv']}"
46,timothychenallen-titanic-r-randomforest,0.771,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['factor', 'grep', 'gsub', 'is.na', 'names', 'require', 'sapply', 'set.seed', 'sum'], 'package:dplyr': ['bind_rows', 'mutate', 'select', 'summarize'], 'package:ggplot2': ['aes', 'geom_boxplot', 'geom_hline', 'ggplot'], 'package:graphics': ['plot'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
47,gzanatta-how-i-reached-top-6-on-titanic-competition,0.774,"{'character(0)': ['standard'], 'package:base': ['as.character', 'as.factor', 'c', 'colnames', 'data.frame', 'factor', 'library', 'max', 'min', 'rbind', 'sapply', 'set.seed', 'strsplit', 'sub', 'summary', 'table'], 'package:caret': ['dummyVars', 'preProcess'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
48,anishmayaramka-the-titanic-datset,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
49,aturner-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
50,divyabudale-conditional-inference-tree-model-titanic,0.776,"{'c(""package:stats4"", ""package:base"")': ['summary'], 'c(""package:stats4"", ""package:graphics"")': ['plot'], 'package:base': ['as.character', 'as.data.frame', 'c', 'data.frame', 'factor', 'gsub', 'ifelse', 'is.na', 'library', 'match', 'mean', 'merge', 'nrow', 'order', 'sample', 'set.seed', 'substr', 'table', 'unique'], 'package:dplyr': ['bind_rows', 'group_by', 'n', 'summarise'], 'package:grid': ['gpar'], 'package:party': ['ctree'], 'package:stats': ['lm', 'predict', 'step'], 'package:stringr': ['str_trim'], 'package:utils': ['read.csv', 'write.csv']}"
51,bonesaw98616-exploring-survival-on-the-titanic,0.762,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
52,bubblride-titanic-e1071-nu-svc,0.685,"{'package:base': ['as.factor', 'is.na', 'library', 'list.files', 'options', 'set.seed', 'unname'], 'package:caret': ['confusionMatrix', 'createDataPartition'], 'package:dplyr': ['mutate', 'select'], 'package:e1071': ['svm'], 'package:stats': ['predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
53,stevencahill-titanic-machine-learning-from-disaster,0.764,"{'package:base': ['data.frame', 'prop.table', 'rep', 'table'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
54,antonov-logistic-regression-for-titanic,0.786,"{'character(0)': ['sigmoid'], 'package:base': ['as.factor', 'data.frame', 'exp', 'I', 'is.na', 'library', 'mean', 'options', 'return', 'summary'], 'package:dplyr': ['mutate'], 'package:stats': ['binomial', 'glm', 'na.omit', 'predict', 'sd'], 'package:utils': ['read.csv', 'write.csv']}"
55,srikarnamburu-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
56,aquilarif-explore-titanic-r,0.766,"{'package:base': ['apply', 'as.integer', 'c', 'cut', 'data.frame', 'factor', 'grep', 'gsub', 'is.na', 'lapply', 'length', 'library', 'list', 'list.files', 'mean', 'merge', 'print', 'rep', 'return', 'set.seed', 'substr', 'table', 'unlist'], 'package:dplyr': ['bind_rows'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:stats': ['aggregate', 'median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
57,yinpatt-patrick-s-titanic,0.776,"{'character(0)': ['extractFeatures'], 'package:base': ['as.factor', 'c', 'data.frame', 'factor', 'is.na', 'levels', 'library', 'return', 'row.names', 'set.seed', 'summary'], 'package:ggplot2': ['aes', 'coord_flip', 'element_text', 'geom_bar', 'ggplot', 'ggsave', 'ggtitle', 'theme', 'theme_light', 'xlab', 'ylab'], 'package:graphics': ['mosaicplot'], 'package:grDevices': ['dev.off', 'png'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'write.csv']}"
58,metal32-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
59,fertueros-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
60,dsvijayaraghavan-vra-titanic,0.769,"{'package:base': ['apply', 'as.factor', 'c', 'colSums', 'data.frame', 'dim', 'gsub', 'ifelse', 'is.na', 'length', 'library', 'list.files', 'mean', 'names', 'sample', 'sum', 'summary', 'table', 'unique'], 'package:dplyr': ['bind_rows'], 'package:ggplot2': ['aes', 'facet_wrap', 'geom_bar', 'geom_histogram', 'ggplot', 'ylab'], 'package:graphics': ['plot'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:rpart.plot': ['rpart.plot'], 'package:stats': ['binomial', 'glm', 'predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
61,seanangio-predicting-titanic-survival,0.759,"{'c(""package:dplyr"", ""package:plyr"")': ['arrange', 'summarize'], 'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:mice"", ""package:base"")': ['cbind', 'rbind'], 'character(0)': ['set'], 'package:base': ['as.data.frame', 'c', 'cut', 'dim', 'droplevels', 'factor', 'ifelse', 'is.na', 'levels', 'library', 'list', 'log', 'mean', 'names', 'nrow', 'prop.table', 'round', 'set.seed', 'subset', 'substr', 'sum', 'summary', 'table', 'vector'], 'package:caret': ['createDataPartition', 'nearZeroVar', 'train', 'trainControl'], 'package:dplyr': ['group_by', 'n', 'select'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_jitter', 'geom_vline', 'ggplot'], 'package:graphics': ['mosaicplot', 'par'], 'package:gridExtra': ['grid.arrange'], 'package:mice': ['complete', 'mice'], 'package:stats': ['formula', 'glm', 'predict', 'step'], 'package:stringr': ['str_extract'], 'package:utils': ['head', 'read.table', 'str', 'write.csv']}"
62,qianbi-titanic-nnet,0.762,"{'package:base': ['c', 'factor', 'gsub', 'ifelse', 'lapply', 'library', 'nrow'], 'package:dplyr': ['bind_rows'], 'package:mice': ['complete', 'mice'], 'package:nnet': ['nnet'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
63,alwortman-titanic-test-script,0.774,"{'package:base': ['as.character', 'as.factor', 'c', 'data.frame', 'factor', 'is.na', 'library', 'rbind', 'sapply', 'set.seed', 'strsplit', 'sub'], 'package:dplyr': ['tbl_df'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
64,vincentlugat-titanic-data-analysis-rf-prediction-0-81818,0.783,"{'c(""package:plyr"", ""package:dplyr"")': ['desc', 'mutate'], 'package:base': ['apply', 'as.integer', 'as.numeric', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'list', 'options', 'paste0', 'print', 'rep', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'suppressMessages', 'table'], 'package:corrplot': ['corrplot'], 'package:dplyr': ['bind_rows', 'dense_rank'], 'package:ggplot2': ['aes', 'coord_flip', 'element_blank', 'facet_grid', 'facet_wrap', 'geom_bar', 'geom_density', 'geom_histogram', 'geom_jitter', 'geom_text', 'geom_vline', 'ggplot', 'ggtitle', 'labs', 'scale_fill_discrete', 'scale_x_continuous', 'theme', 'xlab', 'ylab'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'mosaicplot', 'plot'], 'package:grDevices': ['hcl'], 'package:plyr': ['revalue'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['aggregate', 'cor', 'median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
65,arjunmalhotra-titanic,0.752,"{'package:base': ['as.data.frame', 'as.factor', 'ifelse', 'is.na', 'library', 'list.files'], 'package:stats': ['binomial', 'glm', 'median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
66,pranaytiwari-titanic-data-analysis-rf-prediction-0-81818,0.783,"{'c(""package:plyr"", ""package:dplyr"")': ['desc', 'mutate'], 'package:base': ['apply', 'as.integer', 'as.numeric', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'list', 'mean', 'paste0', 'print', 'rep', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'summary', 'suppressMessages', 'table', 'tapply'], 'package:corrplot': ['corrplot'], 'package:dplyr': ['bind_rows', 'dense_rank'], 'package:ggplot2': ['aes', 'coord_flip', 'element_blank', 'facet_grid', 'facet_wrap', 'geom_bar', 'geom_density', 'geom_histogram', 'geom_jitter', 'geom_text', 'geom_vline', 'ggplot', 'ggtitle', 'labs', 'scale_fill_discrete', 'scale_x_continuous', 'theme', 'xlab', 'ylab'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'mosaicplot', 'plot'], 'package:grDevices': ['hcl'], 'package:plyr': ['revalue'], 'package:randomForest': ['importance', 'randomForest', 'varImpPlot'], 'package:scales': ['dollar_format'], 'package:stats': ['aggregate', 'cor', 'median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
